POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
283,633.91,1473.71,1966.48,176.05,100.42,-111.34,-1284.53,-11382.76,705.66,7574.83,-2116.51,53.73,0.0,-147.56,-2062.78,-2210.34
286,663.25,1499.56,2004.8,190.16,106.64,-98.15,-1302.78,-11339.75,667.98,7554.37,-2165.26,54.98,0.0,-53.92,-2110.28,-2164.2
289,663.17,1488.28,1989.78,187.28,110.51,-127.31,-1299.74,-11380.25,700.34,7570.93,-2121.68,54.88,0.0,-97.01,-2066.8,-2163.81
292,684.23,1512.81,1968.95,185.27,103.71,-103.92,-1301.78,-11266.66,666.32,7568.47,-2187.47,53.64,0.0,17.39,-2133.83,-2116.44
295,675.15,1455.13,1984.64,177.08,105.42,-89.39,-1293.11,-11285.15,682.22,7618.28,-2221.5,54.87,0.0,30.26,-2166.63,-2136.37
298,657.7,1490.53,1993.1,181.33,108.36,-107.18,-1318.52,-11338.91,692.02,7634.19,-2129.16,53.18,0.0,-7.39,-2075.98,-2083.37
301,614.33,1506.48,2001.03,181.59,112.36,-98.02,-1254.32,-11338.72,696.92,7598.19,-2182.03,54.33,0.0,19.83,-2127.69,-2107.87
304,651.07,1497.47,1988.73,196.65,103.03,-115.27,-1325.13,-11287.75,707.81,7626.79,-2229.11,53.76,0.0,43.39,-2175.35,-2131.96
307,655.16,1503.56,1996.39,191.05,102.53,-95.3,-1309.4,-11243.72,681.36,7586.91,-2214.35,53.88,0.0,68.54,-2160.47,-2091.93
310,656.44,1444.31,1971.34,183.01,100.63,-105.9,-1279.11,-11496.91,694.06,7629.85,-2050.1,53.65,0.0,-202.28,-1996.45,-2198.73
313,655.85,1494.84,1982.1,191.76,110.32,-100.13,-1313.68,-11295.64,678.55,7570.9,-2181.66,53.55,0.0,-25.13,-2128.11,-2153.23
