POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
547,698.63,1474.01,1977.81,191.96,105.23,-103.52,-1279.03,-10496.92,721.96,6958.81,-2522.22,57.54,0.0,248.92,-2464.67,-2215.75
550,650.91,1526.67,1969.22,183.12,100.9,-116.47,-1249.42,-10323.29,701.71,6934.57,-2639.09,58.04,0.0,377.92,-2581.05,-2203.13
553,674.94,1544.82,1950.99,195.45,102.77,-82.99,-1224.69,-10462.52,685.03,6981.42,-2590.61,58.3,0.0,365.22,-2532.3,-2167.08
556,689.69,1500.85,1969.49,190.88,90.6,-102.74,-1258.25,-10476.26,709.78,6926.02,-2541.02,57.96,0.0,240.06,-2483.06,-2243.01
559,681.7,1493.5,1935.85,189.52,116.46,-99.52,-1255.39,-10393.63,706.24,6894.12,-2558.45,58.38,0.0,268.84,-2500.07,-2231.22
562,676.04,1493.3,1978.67,189.52,97.96,-114.58,-1255.21,-10434.49,699.92,6939.32,-2555.91,58.0,0.0,270.44,-2497.91,-2227.47
565,689.61,1517.43,1973.33,189.71,104.65,-105.08,-1258.35,-10431.03,712.88,6972.68,-2584.61,58.79,0.0,365.83,-2525.82,-2159.99
568,638.25,1494.66,1955.13,187.03,93.05,-104.18,-1213.05,-10428.2,718.69,7026.53,-2659.8,59.61,0.0,367.91,-2600.19,-2232.28
571,680.06,1513.38,1972.88,192.82,111.14,-99.8,-1273.7,-10347.0,726.15,6939.41,-2648.93,58.16,0.0,415.36,-2590.76,-2175.41
574,645.8,1481.85,1988.59,186.49,106.66,-121.68,-1263.09,-10548.82,702.04,7004.15,-2511.68,57.23,0.0,181.99,-2454.45,-2272.46
577,657.05,1496.51,1960.71,181.83,103.8,-84.28,-1245.82,-10546.35,724.04,7007.88,-2495.42,55.66,0.0,255.38,-2439.75,-2184.38
580,663.97,1526.24,1968.71,185.56,98.16,-77.56,-1209.98,-10509.96,711.42,6915.33,-2502.16,57.71,0.0,271.88,-2444.45,-2172.57
583,651.21,1467.58,1997.85,171.74,97.38,-91.41,-1277.78,-10456.8,710.68,6934.39,-2525.21,56.45,0.0,204.85,-2468.76,-2263.91
586,714.5,1514.46,1970.01,183.05,86.85,-115.13,-1275.37,-10510.07,697.33,6930.06,-2473.49,57.45,0.0,195.68,-2416.04,-2220.36
589,715.02,1476.61,1977.14,186.75,94.79,-107.34,-1247.05,-10464.37,719.19,6908.68,-2481.09,58.21,0.0,259.43,-2422.87,-2163.45
592,662.05,1493.7,1993.63,180.95,100.9,-107.06,-1253.41,-10498.67,710.13,6946.36,-2468.59,58.36,0.0,228.58,-2410.23,-2181.65
595,688.75,1499.08,2005.36,189.88,95.45,-107.02,-1265.4,-10458.89,697.71,6933.18,-2471.1,55.95,0.0,278.1,-2415.16,-2137.06
598,702.31,1549.96,1967.44,185.18,102.72,-97.16,-1264.66,-10419.52,693.48,6898.65,-2539.31,57.25,0.0,318.42,-2482.06,-2163.65
601,677.98,1537.67,1976.3,189.04,102.49,-113.19,-1238.83,-10560.51,742.53,6946.18,-2463.43,57.08,0.0,259.65,-2406.35,-2146.7
604,682.54,1530.25,1961.61,193.28,109.27,-95.27,-1240.73,-10637.62,711.22,6904.11,-2387.41,56.33,0.0,118.67,-2331.08,-2212.41
607,701.84,1518.06,2013.21,187.32,91.34,-110.97,-1268.75,-10445.16,676.02,6869.84,-2517.4,56.91,0.0,232.75,-2460.49,-2227.74
610,632.44,1517.93,1961.15,183.91,104.31,-103.16,-1261.97,-10541.89,713.95,7000.14,-2467.79,57.18,0.0,206.8,-2410.61,-2203.81
613,642.82,1541.17,1991.62,191.06,94.56,-119.49,-1277.86,-10554.72,716.53,6922.34,-2432.94,57.2,0.0,148.01,-2375.74,-2227.73
616,650.11,1495.66,2002.06,185.53,102.7,-100.11,-1286.13,-10640.07,697.07,6943.21,-2401.83,55.83,0.0,50.04,-2345.99,-2295.96
619,670.15,1471.28,1963.16,182.57,94.73,-90.48,-1269.51,-10413.07,710.24,6907.94,-2575.31,57.59,0.0,227.01,-2517.71,-2290.7
622,681.09,1497.7,1983.16,193.67,97.24,-105.97,-1249.9,-10570.06,727.4,6922.24,-2428.41,56.6,0.0,176.58,-2371.81,-2195.23
625,635.3,1489.17,1991.51,180.48,92.48,-120.54,-1277.58,-10426.57,708.0,6930.29,-2545.14,56.94,0.0,202.52,-2488.2,-2285.69
628,676.91,1469.51,1982.29,184.79,115.72,-109.59,-1259.58,-10640.56,708.58,6912.86,-2393.09,56.28,0.0,40.93,-2336.81,-2295.88
631,662.12,1500.35,1965.22,182.45,87.05,-112.42,-1257.68,-10551.22,680.04,6898.98,-2460.6,58.63,0.0,54.89,-2401.96,-2347.08
634,696.06,1502.58,1971.54,188.34,98.42,-117.26,-1285.28,-10459.71,714.79,6862.51,-2475.46,55.75,0.0,171.99,-2419.72,-2247.72
637,646.61,1500.45,1957.5,185.63,93.7,-104.48,-1250.9,-10414.66,711.46,6905.87,-2509.86,57.25,0.0,231.18,-2452.61,-2221.43
640,705.7,1502.12,1976.11,186.64,98.05,-96.95,-1255.79,-10351.26,697.94,6885.9,-2601.96,58.32,0.0,348.45,-2543.63,-2195.19
643,663.53,1452.1,1960.61,180.32,91.17,-95.75,-1238.66,-10462.36,718.05,6927.89,-2521.95,56.68,0.0,196.91,-2465.27,-2268.36
646,674.07,1494.83,1981.68,181.96,114.05,-102.17,-1254.41,-10500.22,693.96,6935.85,-2500.59,56.69,0.0,219.6,-2443.9,-2224.3
649,658.89,1489.36,1992.73,178.62,111.39,-99.66,-1253.25,-10666.79,677.58,6986.12,-2400.53,57.24,0.0,74.98,-2343.29,-2268.31
652,644.93,1460.53,1976.05,190.42,107.08,-104.0,-1258.75,-10497.63,704.3,6950.09,-2546.15,58.24,0.0,173.0,-2487.9,-2314.9
655,685.76,1532.95,2017.64,184.85,104.38,-98.37,-1238.96,-10539.56,694.67,6928.77,-2463.32,58.15,0.0,272.13,-2405.17,-2133.04
658,637.35,1465.95,1980.94,182.55,97.8,-89.34,-1247.34,-10520.11,714.0,6956.49,-2525.92,58.8,0.0,178.29,-2467.12,-2288.82
661,697.77,1474.36,1974.93,182.43,106.24,-101.07,-1252.49,-10435.55,712.17,6843.93,-2515.85,58.89,0.0,202.7,-2456.95,-2254.26
664,663.58,1558.11,1972.5,195.65,106.22,-97.69,-1275.6,-10535.02,690.93,6870.28,-2418.93,55.98,0.0,148.96,-2362.95,-2213.99
667,671.62,1509.96,1966.47,191.95,95.38,-91.75,-1249.09,-10481.67,689.42,6898.64,-2499.31,56.94,0.0,200.93,-2442.38,-2241.45
670,691.92,1491.57,1956.82,193.96,98.78,-78.78,-1245.61,-10637.51,683.61,6907.4,-2360.27,55.25,0.0,62.16,-2305.02,-2242.86
673,723.03,1463.26,1974.62,192.23,107.83,-84.6,-1271.4,-10603.91,695.92,6928.5,-2409.82,56.54,0.0,125.5,-2353.29,-2227.79
676,670.04,1472.49,1979.53,181.16,108.03,-110.99,-1252.98,-10441.05,703.5,6834.75,-2469.27,57.47,0.0,144.48,-2411.79,-2267.32
679,685.0,1477.56,1951.56,184.79,91.6,-99.67,-1273.68,-10444.29,690.05,6862.36,-2465.28,58.01,0.0,125.29,-2407.27,-2281.99
682,671.46,1487.24,1941.14,192.81,93.35,-96.07,-1287.54,-10427.26,712.81,6844.26,-2452.71,57.44,0.0,132.18,-2395.28,-2263.09
685,700.66,1505.9,1949.45,180.89,108.14,-108.26,-1220.94,-10477.06,706.65,6887.18,-2491.65,59.52,0.0,232.61,-2432.13,-2199.52
