POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
961,698.71,1495.61,2069.62,190.31,89.81,-127.3,-1333.34,-11454.89,735.99,7720.15,-2058.36,54.69,0.0,84.69,-2003.67,-1918.97
964,693.81,1536.39,2031.77,181.46,104.32,-106.01,-1316.19,-11535.02,718.05,7733.87,-2056.93,55.21,0.0,42.45,-2001.72,-1959.27
967,701.45,1579.84,2037.92,195.3,103.02,-128.63,-1310.78,-11536.74,737.61,7636.58,-2034.17,56.19,0.0,15.56,-1977.98,-1962.41
970,715.79,1496.07,2065.42,195.23,90.93,-127.61,-1291.93,-11595.66,729.78,7823.92,-2058.55,56.22,0.0,101.94,-2002.33,-1900.39
973,690.62,1440.99,2034.25,175.04,98.46,-116.06,-1285.42,-11470.92,731.01,7709.42,-2077.76,56.34,0.0,7.4,-2021.42,-2014.02
976,668.31,1431.85,2047.67,180.61,112.17,-98.11,-1330.79,-11470.56,735.8,7758.34,-2128.05,56.38,0.0,35.29,-2071.67,-2036.38
979,699.98,1518.6,2067.05,177.44,108.34,-109.75,-1302.22,-11406.73,716.13,7704.95,-2155.47,57.0,0.0,173.79,-2098.47,-1924.67
982,716.48,1509.05,2040.8,187.13,109.67,-119.57,-1259.36,-11510.74,717.76,7711.14,-2102.31,57.26,0.0,102.36,-2045.04,-1942.69
985,664.73,1551.3,2037.3,191.17,105.31,-134.43,-1281.43,-11440.65,720.65,7738.71,-2169.89,57.73,0.0,152.66,-2112.16,-1959.5
988,653.1,1525.39,2072.51,186.39,103.67,-119.25,-1284.26,-11503.65,732.77,7685.97,-2097.8,56.4,0.0,52.64,-2041.39,-1988.76
991,660.72,1500.88,2057.66,188.53,86.66,-116.16,-1321.66,-11423.23,735.87,7664.38,-2129.12,56.42,0.0,33.66,-2072.71,-2039.05
994,684.56,1528.49,2033.92,193.77,100.88,-126.6,-1304.72,-11556.08,715.9,7725.58,-2055.63,56.74,0.0,-4.31,-1998.89,-2003.2
997,691.14,1493.94,2040.46,179.81,109.23,-118.81,-1265.91,-11547.45,731.58,7668.95,-2043.66,57.01,0.0,-17.06,-1986.65,-2003.71
1000,686.32,1474.85,2075.4,179.96,95.47,-107.17,-1302.13,-11640.6,735.9,7792.91,-2034.73,56.61,0.0,-9.08,-1978.13,-1987.2

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,670.46,1453.97,1998.03,183.89,89.67,-90.23,-1321.21,-11550.49,688.42,7528.83,-1936.22,52.34,0.0,-348.67,-1883.88,-2232.55
