time,hbcount
812,0
813,2
814,1
815,3
816,3
817,0
818,0
819,0
820,1
821,0
822,1
823,1
824,0
825,2
826,0
827,1
828,0
829,1
830,0
831,1
832,3
833,0
834,0
835,4
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,1
851,2
852,8
853,7
854,7
855,6
856,6
857,10
858,7
859,9
860,4
861,1
862,4
863,0
864,1
865,0
866,0
867,2
868,1
869,2
870,0
871,3
872,1
873,2
874,3
875,0
876,0
877,2
878,2
879,0
880,0
881,0
882,0
883,1
884,0
885,1
886,0
887,8
888,7
889,10
890,8
891,6
892,7
893,5
894,5
895,11
896,2
897,1
898,1
899,0
900,0
901,0
902,0
903,1
904,0
905,2
906,2
907,0
908,0
909,0
910,0
911,0
912,1
913,0
914,2
915,0
916,0
917,2
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,1
931,0
932,0
933,0
934,0
935,0
936,0
937,1
938,0
939,0
940,0
941,0
942,1
943,0
944,0
945,3
946,0
947,0
948,0
949,0
950,0
951,0
952,1
953,0
954,0
955,0
956,1
957,0
958,1
959,3
960,0
961,0
962,5
963,0
964,0
965,0
966,0
967,0
968,3
969,1
970,6
971,1
972,5
973,0
974,0
975,0
976,1
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,1
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,1
